,thread_id,created_at,created_by,message
2621,92qfk4wEpyCj165709684068Dj9TaDMZ,2020-02-03T17:43:53.317536+00:00,Customer,"No, not at this time"
2622,92qfk4wEpyCj165709684068Dj9TaDMZ,2020-02-03T17:43:53.466317+00:00,Bot,"Please make sure to pay your dues to avoid inactivation.

You can reach out to our customer support during the following hours:

Monday to Thursday 8 am - 7 pm

Friday 9 am - 7 pm

Saturday 9 am - 2 pm

Sunday 9 am - 1 pm

Call us at (310) 358-1833

Email us at helpdesk@themls.com"
2634,949b6ef74d4b42ffb4042e7c6d5bb8f0,2021-07-29T04:14:38.980000+00:00,Bot,How many bedrooms are you looking for?
2635,949b6ef74d4b42ffb4042e7c6d5bb8f0,2021-07-29T04:15:38.972000+00:00,Bot,"We have the following sizes available in 3 BHK.

Click on one to check the unit plan."
2636,949b6ef74d4b42ffb4042e7c6d5bb8f0,2021-07-29T04:15:52.935000+00:00,Bot,Take a look at
2637,949b6ef74d4b42ffb4042e7c6d5bb8f0,2021-07-29T04:17:34.251000+00:00,Bot,How else can we help you?
2638,949b6ef74d4b42ffb4042e7c6d5bb8f0,2021-07-29T04:18:00.327000+00:00,Customer,Go back to Main Menu
2639,949b6ef74d4b42ffb4042e7c6d5bb8f0,2021-07-29T04:18:10.473000+00:00,Customer,Snehansu Sen
2670,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:37:07.239000+00:00,Customer,+919981621331
2671,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:37:19.189000+00:00,Customer,3 BHK
2672,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:37:57.435000+00:00,Bot,In 3 BHK we have different sizes available from 1071 sqft to 1645 sqft
2673,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:38:16.666000+00:00,Customer,Available Sizes & Floor Plans
2674,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:38:48.305000+00:00,Customer,Go back to Main Menu
2675,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:38:56.908000+00:00,Customer,4 BHK
2676,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:39:01.729000+00:00,Bot,We have the following properties available in South Kolkata
2677,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:39:43.675000+00:00,Bot,What kind of property are you looking for?
2678,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:39:53.176000+00:00,Bot,Which location within Kolkata are you looking for?
2679,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:40:23.479000+00:00,Bot,Take a look at
2680,97f795f64b004b34b8d4588a32eef9d2,2021-07-08T02:41:24.180000+00:00,Bot,"▪ Phase I - June-2017 + 6 month grace period
▪ Phase II - Oct-2020 + 6 month grace period 
▪ Block 9 - Oct 2021 + 6 months grace period
▪ Block 1, 2, 3 - Ready for Possession"
2681,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:17:36.927000+00:00,Customer,Property Requirement
2682,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:17:50.290000+00:00,Bot,A phone number we can contact you on?.
2683,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:18:08.071000+00:00,Bot,How many bedrooms are you looking for?
2684,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:18:11.371000+00:00,Customer,3 BHK
2685,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:18:18.843000+00:00,Customer,South Kolkata
2686,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:19:07.479000+00:00,Bot,Take a look at
2687,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:20:54.360000+00:00,Customer,Possession
2688,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:20:54.481000+00:00,Bot,"Following are the possesion date:

▪ Phase 1 - March 2024 + 6 Months Grace period 
▪ Phase 2 - June 2025 + 6 Months Grace period 
▪ Phase 3 - Feb 2026 + 6 Months Grace period "
2689,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:21:25.080000+00:00,Customer,Location
2690,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:23:10.768000+00:00,Bot,"Surrounded by a nice, peaceful & quiet location with 60% open space, water fountains & cascades, landscaped gardens, island greenery, amphitheatre seating - Welcome to the lifestyle of GREEN & FAMOUS!

With 3 sides open, vastu friendly designs, cross ventilated river breeze, apartments at Cloud 9 are laid out and oriented to maximise light gain and airflow across seasons.

Share your home with 2 great neighbours SUNLIGHT & AIR .... WELCOME TO CLOUD 9."
2691,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:23:10.769000+00:00,Bot,Take a look at
2692,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:23:24.635000+00:00,Bot,"We have the following sizes available in 3 BHK.

Click on one to check the unit plan."
2693,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:23:30.537000+00:00,Bot,Take a look at
2694,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:23:56.779000+00:00,Customer,NATURA near New Alipore petrol pump
2695,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:24:24.281000+00:00,Customer,Possession
2696,983be80819e3468fa3c43d29ab8ee45e,2021-08-01T07:24:24.477000+00:00,Bot,"Natura is 1.5 KM from New Alipore petrol pump with the best locations just minutes away.

Our property is one of the most impressive ones in this area. 
▪ 2.2 from km from Rabindra Sarovar Metro
▪ 3.1 km from Mahanayak Uttam Kumar Metro
▪ 2.4 from km Tollygunge Station
▪ 3.1 km from Tollygunge Bus Depot"
2704,98d720e8d574431285a145dc22c92c35,2021-07-26T10:50:10.487000+00:00,Customer,Land for Sale
2712,995687c936b343038023b6ead75c56f9,2021-08-03T03:26:52.720000+00:00,Customer,Property Requirement
2713,995687c936b343038023b6ead75c56f9,2021-08-03T03:27:06.730000+00:00,Customer,Payal Mukherjee
2714,995687c936b343038023b6ead75c56f9,2021-08-03T03:27:07.237000+00:00,Bot,A phone number we can contact you on?.
2715,995687c936b343038023b6ead75c56f9,2021-08-03T03:27:41.059000+00:00,Customer,NATURA near New Alipore petrol pump
2716,995687c936b343038023b6ead75c56f9,2021-08-03T03:27:49.220000+00:00,Customer,Available Sizes & Floor Plans
2717,995687c936b343038023b6ead75c56f9,2021-08-03T03:28:05.893000+00:00,Customer,Possession
2718,995687c936b343038023b6ead75c56f9,2021-08-03T03:28:06.275000+00:00,Bot,Take a look at
2719,995687c936b343038023b6ead75c56f9,2021-08-03T03:28:18.444000+00:00,Bot,Take a look at
2720,995687c936b343038023b6ead75c56f9,2021-08-03T03:29:01.772000+00:00,Bot,"Great! We will contact you at the earliest.

In the meanwhile if you would like to reach out to us you can call us at 033 4040 2020 (10.30 am to 6.30 pm)"
2748,9SCVc8W7rXJZ190158196587cl2PGU71,2020-02-06T19:02:30.887172+00:00,Customer,I am trying to update my profile picture~ but cant get to the page
2749,9Sut4ti2mJ6o014613175804I63QkCAB,2020-02-04T01:46:16.058128+00:00,Customer,"No, not at this time"
2767,9ad611233b524ea992a383091ece1b55,2021-07-11T06:42:04.068000+00:00,Customer,Broker
2769,9b3565124670415e8084222a66c7d81b,2021-08-04T18:57:51.975000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
2770,9b3565124670415e8084222a66c7d81b,2021-08-04T18:58:18.012000+00:00,Customer,Vikas
2771,9b3565124670415e8084222a66c7d81b,2021-08-04T18:58:18.461000+00:00,Bot,"That's a lovely name, Vikas!"
2776,9bf015de07e049cf828f944a93fed1a7,2021-08-03T19:04:26.445000+00:00,Customer,Land for Sale
2778,9c4fb2fdd33e434e999101ca9fedbaf7,2021-08-04T21:43:29.891000+00:00,Customer,Residential
2779,9c4fb2fdd33e434e999101ca9fedbaf7,2021-08-04T21:43:33.741000+00:00,Bot,Which location within Kolkata are you looking for?
2782,9c72f59fcd0447fba8a38717ca6e0ee2,2021-08-01T10:04:25.672000+00:00,Customer,Property Requirement
2783,9c72f59fcd0447fba8a38717ca6e0ee2,2021-08-01T10:05:52.939000+00:00,Bot,We have the following properties within South Kolkata
2784,9c72f59fcd0447fba8a38717ca6e0ee2,2021-08-01T10:06:00.347000+00:00,Bot,Take a look at
2785,9c72f59fcd0447fba8a38717ca6e0ee2,2021-08-01T10:06:10.474000+00:00,Bot,"We have designed a state of the art Experience Centre to show you everything you may want to know about the project.

Lets get you there!"
2790,9c97ee2bf14e4061819dd6ade15d465d,2021-11-09T12:00:45.869000+00:00,Customer,2 BHK
2791,9c97ee2bf14e4061819dd6ade15d465d,2021-11-09T12:00:59.926000+00:00,Customer,East Kolkata
2792,9c97ee2bf14e4061819dd6ade15d465d,2021-11-09T12:01:15.817000+00:00,Bot,Take a look at
2793,9c97ee2bf14e4061819dd6ade15d465d,2021-11-09T12:02:09.816000+00:00,Bot,"Great!

Our property advisor will be happy to help you."
2806,9dc2776c15054f56bbe673cfe59889ea,2021-08-06T04:33:55.544000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
2807,9dc2776c15054f56bbe673cfe59889ea,2021-08-06T04:33:55.545000+00:00,Bot,What can I help you with today?
2808,9dc2776c15054f56bbe673cfe59889ea,2021-08-06T04:34:43+00:00,Bot,A phone number we can contact you on?.
2809,9dc2776c15054f56bbe673cfe59889ea,2021-08-06T04:34:55.280000+00:00,Bot,What kind of property are you looking for?
2810,9dc2776c15054f56bbe673cfe59889ea,2021-08-06T04:35:35.761000+00:00,Customer,I want a industrial area
2811,9ddc249335e446aaa3c4424e6b0c31f1,2021-11-11T08:07:56.462000+00:00,Customer,Others
2820,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:29:22.376000+00:00,Customer,+918018757309
2821,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:29:23.642000+00:00,Bot,What kind of property are you looking for?
2822,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:30:31.949000+00:00,Bot,Take a look at
2823,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:33:02.642000+00:00,Bot,We have the following sizes available in 3 BHK. Click on one to check the unit plan.
2824,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:33:25.680000+00:00,Customer,1070 sqft
2825,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:34:11.108000+00:00,Customer,1105 sqft
2826,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:35:53.819000+00:00,Customer,S Mukherjee
2827,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:36:24.121000+00:00,Customer,Eternia
2828,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:36:24.368000+00:00,Bot,"Imagine a vibrant city life surrounded by the quiet foot-prints of nature. Opposite to NSG hub on Badu road and 2.2 km from Madhyamgram Chowmatha – Eternia will be an urban living habitat engulfed byacres of green paradise.

Native birds, regional trees and a large natural water body surround the locality. A simple walk round this place would take you to a quaint fiction.

Eternia will be the new Madhyamgram."
2829,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:36:39.782000+00:00,Customer,1305 sqft
2830,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:38:01.245000+00:00,Bot,"Eternia is on Badu Road, Madhyamgram"
2831,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:38:18.169000+00:00,Bot,"

Your browser does not support the video tag.
"
2832,9e8f9a6108884cb3ad629cf8289c1e2b,2021-07-28T20:39:10.277000+00:00,Customer,45 lac
2859,9jKQZieGrKHa172323008404cY6AGTCo,2020-02-03T17:23:27.586691+00:00,Customer,"No, not at this time"
2860,9mVKh32b7PFe010552417971PM24hbkU,2020-02-04T01:06:00.075189+00:00,Customer,"No, not at this time"
2861,9mVKh32b7PFe010552417971PM24hbkU,2020-02-04T01:06:04.417310+00:00,Customer,paid already
2862,9mVKh32b7PFe010552417971PM24hbkU,2020-02-04T01:06:05.487886+00:00,Bot,Thank you for your payment! It will reflect in your account within 1 business day.
2863,9mo8VsAUxxzu183429522751s5wnDDmU,2020-02-05T18:34:29.922164+00:00,Bot,"Hi Barry, how can I help you?"
2864,9mo8VsAUxxzu183429522751s5wnDDmU,2020-02-05T18:34:46.475011+00:00,Customer,523144
2892,AXtaXjGXJn2L230645117492h9yOHsGe,2020-02-05T23:07:19.421090+00:00,Customer,go away!  the screen is blocking my other functions and I'm busy
2911,Ar9fytQVcDoz010418092688vz2QIOIU,2020-02-06T01:04:19.665548+00:00,Customer,cho
2923,BCTqHjGQRaHG2336593310294r7MgINr,2020-02-05T23:37:08.458802+00:00,Customer,stop popping up
2948,BrfQzWiXXFFa164313574481vOo1KMKC,2020-02-05T16:43:48.415826+00:00,Customer,"No, not at this time"
2949,BrfQzWiXXFFa164313574481vOo1KMKC,2020-02-05T16:43:48.542441+00:00,Bot,"Please make sure to pay your dues to avoid inactivation.

You can reach out to our customer support during the following hours:

Monday to Thursday 8 am - 7 pm

Friday 9 am - 7 pm

Saturday 9 am - 2 pm

Sunday 9 am - 1 pm

Call us at (310) 358-1833

Email us at helpdesk@themls.com"
2986,CuS46HFCFXQT0056359760206CYEKb0z,2020-02-07T00:58:14.948120+00:00,Customer,can email me dashboard webinar link?
2994,CzmsdwR5tjFh1751327354563tgoNuTA,2020-02-03T17:55:11.070543+00:00,Customer,"No, not at this time"
2995,CzmsdwR5tjFh1751327354563tgoNuTA,2020-02-03T17:59:14.399017+00:00,Customer,ok
3012,DURQU8AJpJRa201245736321ss0UplnV,2020-02-07T20:13:08.106275+00:00,Customer,contact email
3031,DpGPaG2eEaPr182949694850IUG7N92J,2020-02-03T18:30:02.167465+00:00,Customer,"No, not at this time"
3060,EcJ5zpH8JHSp041633871737ifIIcTwh,2020-02-05T16:56:25.446838+00:00,Customer,"No, not at this time"
3062,EfjCAvG3qiw3193855216751ginVX8jI,2020-02-04T19:38:59.561404+00:00,Customer,"No, not at this time"
3063,EgMzQK4Jao3z195412090748sFblfgOY,2020-02-05T19:54:12.404558+00:00,Bot,"Hi Daehong, how can I help you?"
3064,EgMzQK4Jao3z195412090748sFblfgOY,2020-02-05T19:54:51.299121+00:00,Customer,ok
3065,EgMzQK4Jao3z195412090748sFblfgOY,2020-02-05T19:56:53.383681+00:00,Customer,don't see X uppper right...???
3082,F8D5gSvb3KKd050525063969hHT8eeXU,2020-02-05T05:08:30.407250+00:00,Customer,"No, not at this time"
3083,F8D5gSvb3KKd050525063969hHT8eeXU,2020-02-05T05:08:30.539834+00:00,Bot,"Please make sure to pay your dues to avoid inactivation.

You can reach out to our customer support during the following hours:

Monday to Thursday 8 am - 7 pm

Friday 9 am - 7 pm

Saturday 9 am - 2 pm

Sunday 9 am - 1 pm

Call us at (310) 358-1833

Email us at helpdesk@themls.com"
3106,FcZkztyPYv7f141045653141wSL7ya4B,2020-02-05T14:10:46.005858+00:00,Bot,"Hi Kwang! We notice your membership fees are due, would you like to make a payment now?"
3107,FcZkztyPYv7f141045653141wSL7ya4B,2020-02-05T14:10:49.872339+00:00,Customer,"No, not at this time"
3109,FeLwParBJkUq215525493085kSWlQwsE,2020-02-05T21:55:53.193923+00:00,Customer,no thank you
3110,FeLwParBJkUq215525493085kSWlQwsE,2020-02-05T21:55:53.883641+00:00,Bot,You are welcome.
3118,FkNnkxf38qtH0421507673337Z7jA4t8,2020-02-05T04:40:26.327739+00:00,Customer,"No, not at this time"
3127,FtGzB6bXWc6c180841000471xjkRmAVG,2020-02-05T18:08:57.251274+00:00,Customer,"No, not at this time"
3128,FtWxxVNochS6164354627320ktA5puj7,2020-02-03T16:43:55.001509+00:00,Bot,"Hi Lecia! We notice your membership fees are due, would you like to make a payment now?"
3129,FtWxxVNochS6164354627320ktA5puj7,2020-02-03T16:44:00.403628+00:00,Customer,"No, not at this time"
3150,GSWcLq8hunpe192306834926ccO7As3s,2020-02-04T19:23:07.208439+00:00,Bot,"Hi Virginia! We notice your membership fees are due, would you like to make a payment now?"
3151,GSWcLq8hunpe192306834926ccO7As3s,2020-02-04T19:23:19.973137+00:00,Customer,"No, not at this time"
3152,GSWcLq8hunpe192306834926ccO7As3s,2020-02-04T19:23:20.081491+00:00,Bot,"Please make sure to pay your dues to avoid inactivation.

You can reach out to our customer support during the following hours:

Monday to Thursday 8 am - 7 pm

Friday 9 am - 7 pm

Saturday 9 am - 2 pm

Sunday 9 am - 1 pm

Call us at (310) 358-1833

Email us at helpdesk@themls.com"
3177,H3SL4PTtKG5J011946383259zw37cQ4x,2020-02-05T01:19:49.964828+00:00,Customer,"No, not at this time"
3179,H4YaFZELCbxC215926886977cErvukIq,2020-02-06T22:02:50.184677+00:00,Bot,Let me check.
3180,H4YaFZELCbxC215926886977cErvukIq,2020-02-06T22:04:54.470502+00:00,Bot,"It appears that this saved is only setup for you.  Meaning, your clients will not receive any email notifications.  Please contact us at 310-358-1833 so we can assist you if would like to change that.
"
3181,H4YaFZELCbxC215926886977cErvukIq,2020-02-06T22:06:21.709169+00:00,Customer,ok calling now
3192,HNmVoTvFZboz171443461670wqDyHHbl,2020-02-04T17:14:53.207474+00:00,Customer,"No, not at this time"
3193,HNmVoTvFZboz171443461670wqDyHHbl,2020-02-04T17:14:53.323152+00:00,Bot,"Please make sure to pay your dues to avoid inactivation.

You can reach out to our customer support during the following hours:

Monday to Thursday 8 am - 7 pm

Friday 9 am - 7 pm

Saturday 9 am - 2 pm

Sunday 9 am - 1 pm

Call us at (310) 358-1833

Email us at helpdesk@themls.com"
3198,HW4hCxKmRriV0015091897197Q2XN2cS,2020-02-08T00:15:13.273249+00:00,Customer,one day code
3208,Hhi2d2noiX3r191143856230FHJHTrxD,2020-02-03T19:11:50.636025+00:00,Customer,"No, not at this time"
3209,Hhsoh4Rpqqjw205654438571V0Nse3nw,2020-02-03T20:57:04.856139+00:00,Customer,"No, not at this time"
3212,HnPqowxeprBN1918521288275UW0XBWy,2020-02-03T19:18:59.851827+00:00,Customer,"No, not at this time"
3228,JHPRiZwrRdK4165706783980Dp5o6zif,2020-02-03T16:57:27.188198+00:00,Customer,"No, not at this time"
3237,JTqKEvueiML9225909527563vyf1G1me,2020-02-04T23:01:32.847854+00:00,Customer,"No, not at this time"
3238,JTqKEvueiML9225909527563vyf1G1me,2020-02-04T23:01:32.966473+00:00,Bot,"Please make sure to pay your dues to avoid inactivation.

You can reach out to our customer support during the following hours:

Monday to Thursday 8 am - 7 pm

Friday 9 am - 7 pm

Saturday 9 am - 2 pm

Sunday 9 am - 1 pm

Call us at (310) 358-1833

Email us at helpdesk@themls.com"
3246,JfPEC4ftj4RA180210359633x9zYNpi5,2020-02-04T18:02:19.597628+00:00,Customer,"No, not at this time"
3288,Kd34XdRhMZzE223939232160iBYQv2Y2,2020-02-05T22:40:41.453976+00:00,Bot,I'm not sure I can understand that.You can reach out to our customer support during the following hours:Monday to Thursday 8 am - 7 pmFriday 9 am - 7 pmSaturday 9 am - 2 pmSunday 9 am - 1 pmCall us at (310) 358-1833Email us at helpdesk@themls.com
3289,Kd34XdRhMZzE223939232160iBYQv2Y2,2020-02-05T22:41:08.190977+00:00,Customer,whats the tool we can use so they can share their thoughts on properties online with me
3323,LT85A5yzzCxf2017524980782ixTzJOy,2020-02-06T20:24:32.081115+00:00,Bot,"Okay.  do you have the listing result?
"
3324,LT85A5yzzCxf2017524980782ixTzJOy,2020-02-06T20:25:02.107872+00:00,Customer,https://www.themls.com/MLSReports/Stats/Reports/OneLineReport
3325,LT85A5yzzCxf2017524980782ixTzJOy,2020-02-06T20:26:14.384963+00:00,Customer,lol and i don't want his info on there
3326,LT85A5yzzCxf2017524980782ixTzJOy,2020-02-06T20:26:32.728747+00:00,Customer,client is the homeowner right?
3327,LT85A5yzzCxf2017524980782ixTzJOy,2020-02-06T20:28:03.476569+00:00,Bot,Client will be any potential customer.
3328,LTBZQQ4EHvbW210852885723hbgvBZQF,2020-02-05T21:08:55.187361+00:00,Customer,tsworth
3329,LTBZQQ4EHvbW210852885723hbgvBZQF,2020-02-05T21:08:56.075394+00:00,Bot,I'm not sure I can understand that.You can reach out to our customer support during the following hours:Monday to Thursday 8 am - 7 pmFriday 9 am - 7 pmSaturday 9 am - 2 pmSunday 9 am - 1 pmCall us at (310) 358-1833Email us at helpdesk@themls.com
3330,LUFX7R7HZeMY005055413962G75vrXpl,2020-02-05T00:51:36.491540+00:00,Customer,"No, not at this time"
3339,Li6ryb5JvB4b174456434916ZeWTl5E5,2020-02-04T17:52:19.942015+00:00,Customer,"No, not at this time"
3340,Li6ryb5JvB4b174456434916ZeWTl5E5,2020-02-04T17:52:20.051817+00:00,Bot,"Please make sure to pay your dues to avoid inactivation.

You can reach out to our customer support during the following hours:

Monday to Thursday 8 am - 7 pm

Friday 9 am - 7 pm

Saturday 9 am - 2 pm

Sunday 9 am - 1 pm

Call us at (310) 358-1833

Email us at helpdesk@themls.com"
3344,LmkgzcC3adJT064109146115JVC4PqAv,2020-02-05T06:47:32.543910+00:00,Customer,"No, not at this time"
3357,LwkjshpiVrUM165747846980hfJUbLHt,2020-02-03T16:58:10.117513+00:00,Customer,"No, not at this time"
3368,M86LZ953RHgE005907878353AXWlTccY,2020-02-04T01:09:06.399513+00:00,Customer,"No, not at this time"
3379,MG9xRdJVEPn31810295147186LdpzxvJ,2020-02-05T18:10:29.919112+00:00,Bot,"Hi Juliette! We notice your membership fees are due, would you like to make a payment now?"
3380,MG9xRdJVEPn31810295147186LdpzxvJ,2020-02-05T18:10:49.614985+00:00,Customer,I paid it day before yesterday
3384,MLpauzueMMpJ180627733444wWOpeA29,2020-02-05T18:06:35.928125+00:00,Customer,"No, not at this time"
3394,MWaaBGK2tXJb001520026239rcs1v4eY,2020-02-04T01:09:13.888532+00:00,Customer,"No, not at this time"
3395,Mb9X8LSkJHfb231405392832bYBBMLfi,2020-02-06T23:14:48.072095+00:00,Customer,I'd like to know if there is a feature of the MLS that shows me how to find a school district for a given neighborhood or address?
3396,Mb9X8LSkJHfb231405392832bYBBMLfi,2020-02-06T23:19:02.709501+00:00,Bot,"Anything else I can assist you with?
"
3402,MoM6QwyrHxzq190303260792q74nKYBj,2020-02-03T19:03:13.081964+00:00,Customer,"No, not at this time"
3403,MoM6QwyrHxzq190303260792q74nKYBj,2020-02-03T19:03:24.146254+00:00,Customer,"No, not at this time"
3404,ModXc6yNx9Re234500127647priW7ECM,2020-02-04T23:45:35.998611+00:00,Customer,"No, not at this time"
3410,MujQfgzsGGBz190751676373d82Fm9KG,2020-02-03T19:10:18.036267+00:00,Customer,"No, not at this time"
3432,NSt9JxJMTVNB210913810220uYHqdlTj,2020-02-03T21:09:14.129641+00:00,Bot,"Hi Nicole! We notice your membership fees are due, would you like to make a payment now?"
3433,NSt9JxJMTVNB210913810220uYHqdlTj,2020-02-03T21:09:22.468028+00:00,Customer,"No, not at this time"
3435,NZHmLCLVh9SD014910287037KPEJSmsm,2020-02-09T01:49:29.921952+00:00,Customer,I need the receipt for my recent dues payment.
3436,NZHmLCLVh9SD014910287037KPEJSmsm,2020-02-09T01:49:30.835276+00:00,Bot,"Once logged in to the Payment window, click Main Menu."
3443,NgVBN6DnaNZo161559900581VPxG6cLM,2020-02-03T16:20:04.102368+00:00,Bot,I'm not sure I can understand that.You can reach out to our customer support during the following hours:Monday to Thursday 8 am - 7 pmFriday 9 am - 7 pmSaturday 9 am - 2 pmSunday 9 am - 1 pmCall us at (310) 358-1833Email us at helpdesk@themls.com
3444,NgVBN6DnaNZo161559900581VPxG6cLM,2020-02-03T16:25:02.934970+00:00,Customer,"No, not at this time"
3451,NkLavcDsxme3160227504148Udo3wNGN,2020-02-05T16:03:10.449791+00:00,Customer,How do I set the map to display my area when I open a search? It shows LA proper and I live in Palm Springs.
3455,NpGETASZQhGK071441743362GH6oVoLB,2020-02-05T07:14:42.122658+00:00,Bot,"Hi Joseph! We notice your membership fees are due, would you like to make a payment now?"
3456,NpGETASZQhGK071441743362GH6oVoLB,2020-02-05T07:14:55.178002+00:00,Customer,"No, not at this time"
3477,PCeqsc5zxX7E172350264744sj46JR7C,2020-02-03T17:24:00.500266+00:00,Customer,"No, not at this time"
3489,PQyfNJAPDjHF023039290549mqkfSdfd,2020-02-05T02:31:41.169816+00:00,Customer,"No, not at this time"
3493,PdZM9zbB5RqK1718061497339ROhGtRi,2020-02-05T17:18:19.122352+00:00,Customer,"No, not at this time"
3502,PnSadJ7Ug7Nv2056559319509NfzFDcS,2020-02-03T20:57:13.181702+00:00,Customer,"No, not at this time"
3517,QJFUaX27ZKfJ031055954851gielcyYG,2020-02-04T03:11:27.124292+00:00,Customer,"No, not at this time"
3525,QVM8avkWMEtA014146838308JywhMdPP,2020-02-06T01:42:07.536684+00:00,Customer,How much are the fees and the early bird savings?
3526,QVM8avkWMEtA014146838308JywhMdPP,2020-02-06T01:42:09.045105+00:00,Bot,I'm not sure I can understand that.You can reach out to our customer support during the following hours:Monday to Thursday 8 am - 7 pmFriday 9 am - 7 pmSaturday 9 am - 2 pmSunday 9 am - 1 pmCall us at (310) 358-1833Email us at helpdesk@themls.com
3538,QfENozPbYeKB1814304939007y14BLcT,2020-02-05T18:14:30.870616+00:00,Bot,"Hi David! We notice your membership fees are due, would you like to make a payment now?"
3539,QfENozPbYeKB1814304939007y14BLcT,2020-02-05T18:14:34.802542+00:00,Customer,"No, not at this time"
3544,QugF6wjoaTVb173422788866Hj1o9Qzc,2020-02-04T17:34:30.817057+00:00,Customer,"No, not at this time"
3550,QxZwFWhEhNkG175859308232dYOuTEDt,2020-02-03T17:58:59.605991+00:00,Bot,"Hi Antoine! We notice your membership fees are due, would you like to make a payment now?"
3551,QxZwFWhEhNkG175859308232dYOuTEDt,2020-02-03T17:59:22.460325+00:00,Customer,"No, not at this time"
3560,R8hX3NEXLzR9180919919191BVtIaR8m,2020-02-05T18:09:55.610270+00:00,Customer,why do you have a chat if you can never help
3563,RCys2rVLRErg1826128395003HdQoYxR,2020-02-03T18:29:23.839032+00:00,Bot,"Please make sure to pay your dues to avoid inactivation.

You can reach out to our customer support during the following hours:

Monday to Thursday 8 am - 7 pm

Friday 9 am - 7 pm

Saturday 9 am - 2 pm

Sunday 9 am - 1 pm

Call us at (310) 358-1833

Email us at helpdesk@themls.com"
3564,RCys2rVLRErg1826128395003HdQoYxR,2020-02-03T18:29:28.808454+00:00,Customer,i just paid
3569,RJF4p5GuwyuK02501951775151etu9qV,2020-02-04T02:50:24.491441+00:00,Customer,"No, not at this time"
3600,RyVDDFyCjzQW182513485900U0cS1hMs,2020-02-05T18:25:13.799105+00:00,Bot,"Hi Vivian! We notice your membership fees are due, would you like to make a payment now?"
3601,RyVDDFyCjzQW182513485900U0cS1hMs,2020-02-05T18:25:24.807880+00:00,Customer,"No, not at this time"
3602,Rz2Z62r7ouhD222016317791MYrShXX4,2020-02-05T22:21:53.208917+00:00,Customer,password not working
3613,SEyBgs37U2rv180650981786hAAiG6hJ,2020-02-03T18:06:51.265399+00:00,Bot,"Hi Ernestine! We notice your membership fees are due, would you like to make a payment now?"
3614,SEyBgs37U2rv180650981786hAAiG6hJ,2020-02-03T18:06:59.153526+00:00,Customer,"No, not at this time"
3628,SZW4z6dGicDV215502332689yzJxj2oU,2020-02-05T21:55:13.000620+00:00,Customer,nothing
3643,SrjsYQenSgc2174916702664fOR7wXXH,2020-02-05T17:49:37.961352+00:00,Customer,"No, not at this time"
3651,T5TeUnaz8Cbd041344368560f8U7ewaM,2020-02-04T04:13:48.418037+00:00,Customer,"No, not at this time"
3653,T6Dd9MPsG8iS223336812400uPSBktug,2020-02-04T22:33:56.769181+00:00,Customer,"No, not at this time"
3681,TiKkLFQy2Wvy205000682073R1QJsp7v,2020-02-05T20:50:57.646734+00:00,Customer,"hi,how can i get the one specific office's all agents' listing?"
